InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
550201,6,4/15/2011,2.89,12769,Brazil
550201,10,4/15/2011,1.65,12769,Brazil
550201,3,4/15/2011,5.95,12769,Brazil
550201,12,4/15/2011,2.08,12769,Brazil
550201,2,4/15/2011,8.25,12769,Brazil
550201,6,4/15/2011,2.89,12769,Brazil
550201,24,4/15/2011,1.95,12769,Brazil
559557,48,7/11/2011,0.39,17444,Canada
557322,2,6/20/2011,9.95,17444,Canada
559557,12,7/11/2011,0.39,17444,Canada
559557,12,7/11/2011,0.39,17444,Canada
559557,12,7/11/2011,1.25,17444,Canada
557322,25,6/20/2011,0.1,17444,Canada
559557,12,7/11/2011,0.39,17444,Canada
557322,36,6/20/2011,1.25,17444,Canada
557322,8,6/20/2011,1.95,17444,Canada
559557,36,7/11/2011,0.39,17444,Canada
557322,3,6/20/2011,5.95,17444,Canada
557322,24,6/20/2011,0.55,17444,Canada
557322,25,6/20/2011,0.42,17444,Canada
546533,12,3/14/2011,0.85,15388,Canada
557322,12,6/20/2011,2.08,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
564428,12,8/25/2011,1.25,17844,Canada
557322,10,6/20/2011,1.65,17444,Canada
559557,12,7/11/2011,2.08,17444,Canada
557322,12,6/20/2011,0.85,17444,Canada
559557,36,7/11/2011,0.39,17444,Canada
557322,12,6/20/2011,1.65,17444,Canada
559557,12,7/11/2011,2.08,17444,Canada
559557,8,7/11/2011,4.95,17444,Canada
559557,4,7/11/2011,3.75,17444,Canada
559557,10,7/11/2011,1.65,17444,Canada
557322,24,6/20/2011,0.55,17444,Canada
559557,8,7/11/2011,1.25,17444,Canada
557322,24,6/20/2011,0.42,17444,Canada
557322,3,6/20/2011,4.95,17444,Canada
557322,3,6/20/2011,4.95,17444,Canada
559557,2,7/11/2011,9.95,17444,Canada
557322,24,6/20/2011,0.55,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
557322,6,6/20/2011,4.95,17444,Canada
557322,12,6/20/2011,0.39,17444,Canada
557322,20,6/20/2011,0.85,17444,Canada
559557,10,7/11/2011,1.65,17444,Canada
546533,16,3/14/2011,0.65,15388,Canada
557322,25,6/20/2011,0.42,17444,Canada
557322,4,6/20/2011,3.75,17444,Canada
559557,12,7/11/2011,0.42,17444,Canada
564428,8,8/25/2011,1.25,17844,Canada
557322,2,6/20/2011,8.5,17444,Canada
551736,504,5/4/2011,1.06,17443,Canada
559557,10,7/11/2011,1.65,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
559557,24,7/11/2011,0.39,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
557322,24,6/20/2011,1.25,17444,Canada
559557,6,7/11/2011,2.08,17444,Canada
559557,12,7/11/2011,1.95,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
546533,12,3/14/2011,1.95,15388,Canada
557322,12,6/20/2011,0.85,17444,Canada
559557,12,7/11/2011,1.95,17444,Canada
557322,20,6/20/2011,1.25,17444,Canada
557322,12,6/20/2011,1.65,17444,Canada
557322,2,6/20/2011,9.95,17444,Canada
559557,12,7/11/2011,1.95,17444,Canada
559557,24,7/11/2011,0.85,17444,Canada
559557,6,7/11/2011,2.95,17444,Canada
557322,24,6/20/2011,0.42,17444,Canada
557322,12,6/20/2011,1.95,17444,Canada
557322,24,6/20/2011,0.42,17444,Canada
559557,3,7/11/2011,4.95,17444,Canada
557322,12,6/20/2011,1.65,17444,Canada
564428,8,8/25/2011,0.83,17844,Canada
559557,1,7/11/2011,12.75,17444,Canada
557322,288,6/20/2011,0.21,17444,Canada
559557,10,7/11/2011,1.65,17444,Canada
559557,6,7/11/2011,2.08,17444,Canada
559557,24,7/11/2011,1.25,17444,Canada
557322,25,6/20/2011,0.42,17444,Canada
559557,6,7/11/2011,2.95,17444,Canada
559557,10,7/11/2011,1.65,17444,Canada
557322,12,6/20/2011,0.85,17444,Canada
559557,36,7/11/2011,0.39,17444,Canada
559557,3,7/11/2011,4.95,17444,Canada
557322,4,6/20/2011,4.25,17444,Canada
546533,6,3/14/2011,2.1,15388,Canada
559557,3,7/11/2011,4.95,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
557322,30,6/20/2011,1.65,17444,Canada
557322,25,6/20/2011,0.42,17444,Canada
559557,12,7/11/2011,0.39,17444,Canada
559557,24,7/11/2011,0.65,17444,Canada
557322,25,6/20/2011,0.42,17444,Canada
559557,4,7/11/2011,3.25,17444,Canada
546533,8,3/14/2011,1.69,15388,Canada
557322,2,6/20/2011,12.75,17444,Canada
559557,24,7/11/2011,0.29,17444,Canada
559557,6,7/11/2011,2.1,17444,Canada
559557,6,7/11/2011,2.95,17444,Canada
559557,36,7/11/2011,0.39,17444,Canada
559557,12,7/11/2011,0.85,17444,Canada
559557,12,7/11/2011,0.85,17444,Canada
559557,24,7/11/2011,0.29,17444,Canada
546533,4,3/14/2011,4.95,15388,Canada
557322,4,6/20/2011,4.95,17444,Canada
559557,6,7/11/2011,2.95,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
546533,8,3/14/2011,1.69,15388,Canada
557322,2,6/20/2011,9.95,17444,Canada
557322,25,6/20/2011,0.42,17444,Canada
559557,24,7/11/2011,0.29,17444,Canada
559557,36,7/11/2011,0.21,17444,Canada
546533,12,3/14/2011,0.85,15388,Canada
559557,6,7/11/2011,2.1,17444,Canada
559557,12,7/11/2011,0.83,17444,Canada
546533,4,3/14/2011,4.25,15388,Canada
557322,3,6/20/2011,9.95,17444,Canada
557322,18,6/20/2011,2.55,17444,Canada
559557,12,7/11/2011,1.95,17444,Canada
557322,30,6/20/2011,1.65,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
557322,4,6/20/2011,3.75,17444,Canada
559557,12,7/11/2011,1.25,17444,Canada
557322,10,6/20/2011,1.65,17444,Canada
564428,16,8/25/2011,0.83,17844,Canada
559557,12,7/11/2011,0.39,17444,Canada
557322,8,6/20/2011,2.25,17444,Canada
559557,12,7/11/2011,1.69,17444,Canada
557322,12,6/20/2011,1.65,17444,Canada
557322,8,6/20/2011,2.25,17444,Canada
559557,20,7/11/2011,0.42,17444,Canada
557322,50,6/20/2011,1.65,17444,Canada
559557,24,7/11/2011,0.39,17444,Canada
557322,3,6/20/2011,4.95,17444,Canada
557322,8,6/20/2011,2.25,17444,Canada
560187,1,7/15/2011,550.94,17444,Canada
559557,12,7/11/2011,1.65,17444,Canada
557322,25,6/20/2011,0.42,17444,Canada
559557,12,7/11/2011,1.45,17444,Canada
546533,6,3/14/2011,1.65,15388,Canada
557322,6,6/20/2011,4.95,17444,Canada
559557,10,7/11/2011,1.65,17444,Canada
559557,2,7/11/2011,8.5,17444,Canada
559557,8,7/11/2011,1.25,17444,Canada
559557,4,7/11/2011,4.15,17444,Canada
559557,36,7/11/2011,0.39,17444,Canada
559557,4,7/11/2011,5.95,17444,Canada
559557,2,7/11/2011,8.5,17444,Canada
564428,8,8/25/2011,0.83,17844,Canada
557322,3,6/20/2011,4.95,17444,Canada
559557,24,7/11/2011,1.25,17444,Canada
559557,6,7/11/2011,2.55,17444,Canada
557322,4,6/20/2011,4.95,17444,Canada
559557,6,7/11/2011,2.95,17444,Canada
559557,2,7/11/2011,8.5,17444,Canada
569556,12,10/5/2011,0.85,14936,Channel Islands
545399,48,3/2/2011,0.85,14934,Channel Islands
553831,4,5/19/2011,12.75,14442,Channel Islands
571201,12,10/14/2011,1.25,14937,Channel Islands
569556,4,10/5/2011,3.75,14936,Channel Islands
545399,8,3/2/2011,2.1,14934,Channel Islands
544073,60,2/15/2011,1.85,14935,Channel Islands
546091,4,3/9/2011,7.95,14936,Channel Islands
557222,12,6/17/2011,1.25,14936,Channel Islands
564150,4,8/23/2011,7.95,14936,Channel Islands
542269,20,1/27/2011,0.65,14442,Channel Islands
571201,12,10/14/2011,3.39,14937,Channel Islands
567197,10,9/19/2011,1.25,14934,Channel Islands
569558,12,10/5/2011,2.95,14936,Channel Islands
569556,6,10/5/2011,2.08,14936,Channel Islands
557222,6,6/17/2011,2.95,14936,Channel Islands
553831,2,5/19/2011,8.25,14442,Channel Islands
569557,4,10/5/2011,8.25,14936,Channel Islands
546252,6,3/10/2011,2.95,14930,Channel Islands
567197,2,9/19/2011,10.95,14934,Channel Islands
557222,2,6/17/2011,8.5,14936,Channel Islands
574587,24,11/6/2011,0.55,14936,Channel Islands
564093,12,8/23/2011,1.45,14930,Channel Islands
C554688,-1,5/25/2011,7.9,14442,Channel Islands
569556,12,10/5/2011,1.25,14936,Channel Islands
564093,10,8/23/2011,2.08,14930,Channel Islands
C563610,-1,8/18/2011,4.25,14937,Channel Islands
562017,12,8/1/2011,2.95,14937,Channel Islands
574587,4,11/6/2011,3.75,14936,Channel Islands
546091,5,3/9/2011,2.1,14936,Channel Islands
564150,12,8/23/2011,2.55,14936,Channel Islands
569556,10,10/5/2011,2.08,14936,Channel Islands
546091,6,3/9/2011,1.95,14936,Channel Islands
546091,2,3/9/2011,8.5,14936,Channel Islands
557222,2,6/17/2011,8.5,14936,Channel Islands
564093,12,8/23/2011,1.65,14930,Channel Islands
546252,2,3/10/2011,9.95,14930,Channel Islands
574587,2,11/6/2011,8.5,14936,Channel Islands
574587,12,11/6/2011,1.25,14936,Channel Islands
574587,12,11/6/2011,1.25,14936,Channel Islands
564093,12,8/23/2011,1.65,14930,Channel Islands
562017,12,8/1/2011,2.1,14937,Channel Islands
545399,6,3/2/2011,1.65,14934,Channel Islands
557222,24,6/17/2011,0.42,14936,Channel Islands
576904,12,11/17/2011,1.25,14931,Channel Islands
580558,20,12/5/2011,4.95,14931,Channel Islands
574587,24,11/6/2011,0.55,14936,Channel Islands
546252,12,3/10/2011,1.25,14930,Channel Islands
569556,10,10/5/2011,2.08,14936,Channel Islands
580558,4,12/5/2011,8.5,14931,Channel Islands
542269,2,1/27/2011,8.5,14442,Channel Islands
569556,6,10/5/2011,1.95,14936,Channel Islands
545399,3,3/2/2011,5.95,14934,Channel Islands
571201,12,10/14/2011,4.15,14937,Channel Islands
546252,2,3/10/2011,7.95,14930,Channel Islands
564150,10,8/23/2011,2.08,14936,Channel Islands
546252,10,3/10/2011,1.95,14930,Channel Islands
567197,36,9/19/2011,0.65,14934,Channel Islands
571202,72,10/14/2011,2.95,14937,Channel Islands
538002,2,12/9/2010,14.95,14932,Channel Islands
553831,4,5/19/2011,4.95,14442,Channel Islands
545399,12,3/2/2011,1.25,14934,Channel Islands
542269,8,1/27/2011,4.95,14442,Channel Islands
569556,2,10/5/2011,8.25,14936,Channel Islands
564093,10,8/23/2011,2.08,14930,Channel Islands
569556,12,10/5/2011,0.95,14936,Channel Islands
546091,10,3/9/2011,1.95,14936,Channel Islands
557222,24,6/17/2011,0.55,14936,Channel Islands
564150,12,8/23/2011,1.45,14936,Channel Islands
557222,24,6/17/2011,0.85,14936,Channel Islands
545399,6,3/2/2011,1.65,14934,Channel Islands
564150,2,8/23/2011,8.5,14936,Channel Islands
564150,5,8/23/2011,2.95,14936,Channel Islands
546252,25,3/10/2011,0.42,14930,Channel Islands
564150,12,8/23/2011,0.65,14936,Channel Islands
553831,3,5/19/2011,4.95,14442,Channel Islands
564095,6,8/23/2011,1.65,14930,Channel Islands
546252,4,3/10/2011,4.15,14930,Channel Islands
546091,10,3/9/2011,1.95,14936,Channel Islands
545399,12,3/2/2011,1.65,14934,Channel Islands
576904,12,11/17/2011,1.69,14931,Channel Islands
545399,6,3/2/2011,5.95,14934,Channel Islands
557222,20,6/17/2011,1.65,14936,Channel Islands
569558,12,10/5/2011,1.65,14936,Channel Islands
562017,12,8/1/2011,10.95,14937,Channel Islands
545399,2,3/2/2011,7.95,14934,Channel Islands
569558,12,10/5/2011,2.89,14936,Channel Islands
564150,12,8/23/2011,0.85,14936,Channel Islands
544073,48,2/15/2011,3.39,14935,Channel Islands
557222,2,6/17/2011,16.95,14936,Channel Islands
546252,25,3/10/2011,0.42,14930,Channel Islands
546091,6,3/9/2011,4.95,14936,Channel Islands
562017,12,8/1/2011,4.25,14937,Channel Islands
549914,4,4/13/2011,9.95,14931,Channel Islands
553559,1,5/17/2011,293,14931,Channel Islands
538002,12,12/9/2010,2.55,14932,Channel Islands
567197,10,9/19/2011,1.65,14934,Channel Islands
542269,8,1/27/2011,2.95,14442,Channel Islands
569556,12,10/5/2011,2.1,14936,Channel Islands
580558,6,12/5/2011,2.95,14931,Channel Islands
546252,12,3/10/2011,2.95,14930,Channel Islands
557222,12,6/17/2011,1.25,14936,Channel Islands
564093,4,8/23/2011,9.95,14930,Channel Islands
557222,12,6/17/2011,1.45,14936,Channel Islands
546091,6,3/9/2011,2.55,14936,Channel Islands
546091,6,3/9/2011,2.95,14936,Channel Islands
545399,12,3/2/2011,2.08,14934,Channel Islands
576904,8,11/17/2011,4.95,14931,Channel Islands
538002,2,12/9/2010,7.95,14932,Channel Islands
567197,12,9/19/2011,1.45,14934,Channel Islands
569558,24,10/5/2011,1.25,14936,Channel Islands
542269,4,1/27/2011,9.95,14442,Channel Islands
569556,3,10/5/2011,5.95,14936,Channel Islands
574587,4,11/6/2011,5.95,14936,Channel Islands
574587,6,11/6/2011,2.95,14936,Channel Islands
546252,10,3/10/2011,1.65,14930,Channel Islands
568242,4,9/26/2011,4.25,14931,Channel Islands
574587,6,11/6/2011,2.1,14936,Channel Islands
564093,10,8/23/2011,1.65,14930,Channel Islands
564093,2,8/23/2011,12.5,14930,Channel Islands
546091,4,3/9/2011,5.95,14936,Channel Islands
569556,24,10/5/2011,0.55,14936,Channel Islands
574587,12,11/6/2011,1.45,14936,Channel Islands
549914,12,4/13/2011,3.75,14931,Channel Islands
557222,2,6/17/2011,7.95,14936,Channel Islands
557222,12,6/17/2011,0.85,14936,Channel Islands
545399,12,3/2/2011,2.1,14934,Channel Islands
557222,10,6/17/2011,1.65,14936,Channel Islands
545399,4,3/2/2011,3.75,14934,Channel Islands
574588,2,11/6/2011,16.65,14936,Channel Islands
564093,10,8/23/2011,1.65,14930,Channel Islands
557222,2,6/17/2011,6.75,14936,Channel Islands
546252,12,3/10/2011,1.65,14930,Channel Islands
546091,12,3/9/2011,2.95,14936,Channel Islands
568242,12,9/26/2011,1.45,14931,Channel Islands
544073,60,2/15/2011,1.85,14935,Channel Islands
546252,6,3/10/2011,2.95,14930,Channel Islands
564095,6,8/23/2011,2.89,14930,Channel Islands
567197,10,9/19/2011,1.65,14934,Channel Islands
557222,10,6/17/2011,2.08,14936,Channel Islands
569556,25,10/5/2011,0.42,14936,Channel Islands
557222,6,6/17/2011,4.25,14936,Channel Islands
545399,12,3/2/2011,1.65,14934,Channel Islands
557222,10,6/17/2011,2.08,14936,Channel Islands
564150,3,8/23/2011,4.95,14936,Channel Islands
569556,4,10/5/2011,4.95,14936,Channel Islands
557222,10,6/17/2011,1.65,14936,Channel Islands
546252,10,3/10/2011,1.65,14930,Channel Islands
562017,12,8/1/2011,2.55,14937,Channel Islands
557222,2,6/17/2011,7.95,14936,Channel Islands
545399,24,3/2/2011,0.55,14934,Channel Islands
557222,2,6/17/2011,16.95,14936,Channel Islands
546252,10,3/10/2011,1.65,14930,Channel Islands
545399,25,3/2/2011,0.42,14934,Channel Islands
569556,2,10/5/2011,8.25,14936,Channel Islands
546091,6,3/9/2011,2.95,14936,Channel Islands
542269,9,1/27/2011,2.55,14442,Channel Islands
545399,6,3/2/2011,1.65,14934,Channel Islands
564093,6,8/23/2011,2.08,14930,Channel Islands
546252,10,3/10/2011,1.95,14930,Channel Islands
574587,2,11/6/2011,8.25,14936,Channel Islands
564095,2,8/23/2011,8.25,14930,Channel Islands
546091,24,3/9/2011,1.25,14936,Channel Islands
564150,12,8/23/2011,0.85,14936,Channel Islands
542269,6,1/27/2011,2.95,14442,Channel Islands
557222,2,6/17/2011,7.95,14936,Channel Islands
564093,10,8/23/2011,2.08,14930,Channel Islands
564150,6,8/23/2011,2.55,14936,Channel Islands
546091,4,3/9/2011,4.95,14936,Channel Islands
564093,6,8/23/2011,3.25,14930,Channel Islands
553831,3,5/19/2011,4.95,14442,Channel Islands
538002,3,12/9/2010,4.95,14932,Channel Islands
567197,10,9/19/2011,1.65,14934,Channel Islands
545399,2,3/2/2011,12.75,14934,Channel Islands
574587,6,11/6/2011,2.08,14936,Channel Islands
569556,25,10/5/2011,0.42,14936,Channel Islands
546091,24,3/9/2011,0.85,14936,Channel Islands
568242,24,9/26/2011,0.39,14931,Channel Islands
557222,6,6/17/2011,8.5,14936,Channel Islands
546091,6,3/9/2011,2.95,14936,Channel Islands
557222,10,6/17/2011,2.08,14936,Channel Islands
569556,12,10/5/2011,2.08,14936,Channel Islands
574587,2,11/6/2011,8.25,14936,Channel Islands
542269,25,1/27/2011,0.42,14442,Channel Islands
544574,10,2/21/2011,1.25,12365,Cyprus
571034,1,10/13/2011,16.95,12359,Cyprus
543370,3,2/7/2011,4.95,12359,Cyprus
546236,12,3/10/2011,1.45,12370,Cyprus
543350,2,2/7/2011,2.95,13809,Cyprus
544574,12,2/21/2011,1.45,12365,Cyprus
544097,48,2/16/2011,1.06,12455,Cyprus
544097,48,2/16/2011,0.85,12455,Cyprus
571034,4,10/13/2011,4.95,12359,Cyprus
543370,2,2/7/2011,7.95,12359,Cyprus
555477,6,6/3/2011,2.95,12359,Cyprus
571034,8,10/13/2011,4.95,12359,Cyprus
544574,12,2/21/2011,1.25,12365,Cyprus
538826,10,12/14/2010,1.25,12370,Cyprus
538826,10,12/14/2010,1.25,12370,Cyprus
577228,1,11/18/2011,0.95,12391,Cyprus
577228,1,11/18/2011,4.95,12391,Cyprus
544097,48,2/16/2011,0.85,12455,Cyprus
544574,12,2/21/2011,0.42,12365,Cyprus
543370,1,2/7/2011,14.95,12359,Cyprus
571034,8,10/13/2011,3.95,12359,Cyprus
544574,12,2/21/2011,1.25,12365,Cyprus
543370,6,2/7/2011,2.95,12359,Cyprus
543370,6,2/7/2011,1.65,12359,Cyprus
571034,4,10/13/2011,9.95,12359,Cyprus
546236,4,3/10/2011,3.75,12370,Cyprus
577228,1,11/18/2011,2.08,12391,Cyprus
546236,6,3/10/2011,4.95,12370,Cyprus
544574,12,2/21/2011,1.25,12365,Cyprus
543370,3,2/7/2011,4.95,12359,Cyprus
577228,24,11/18/2011,0.42,12391,Cyprus
571034,1,10/13/2011,16.95,12359,Cyprus
577228,1,11/18/2011,2.95,12391,Cyprus
538826,12,12/14/2010,2.95,12370,Cyprus
540946,3,1/12/2011,4.95,12359,Cyprus
538826,1,12/14/2010,2.95,12370,Cyprus
577228,1,11/18/2011,0.83,12391,Cyprus
555477,2,6/3/2011,8.25,12359,Cyprus
546236,12,3/10/2011,1.65,12370,Cyprus
538826,6,12/14/2010,0.65,12370,Cyprus
555477,6,6/3/2011,4.95,12359,Cyprus
571034,6,10/13/2011,12.75,12359,Cyprus
577228,10,11/18/2011,2.95,12391,Cyprus
577228,2,11/18/2011,1.25,12391,Cyprus
543370,3,2/7/2011,4.95,12359,Cyprus
577228,1,11/18/2011,3.75,12391,Cyprus
538826,1,12/14/2010,2.1,12370,Cyprus
538826,1,12/14/2010,2.1,12370,Cyprus
570000,4,10/7/2011,4.95,12420,Cyprus
546236,12,3/10/2011,0.85,12370,Cyprus
538826,2,12/14/2010,1.25,12370,Cyprus
577228,1,11/18/2011,0.85,12391,Cyprus
571034,6,10/13/2011,4.15,12359,Cyprus
570000,12,10/7/2011,0.85,12420,Cyprus
543370,12,2/7/2011,1.25,12359,Cyprus
577228,2,11/18/2011,1.25,12391,Cyprus
538826,24,12/14/2010,2.55,12370,Cyprus
577228,6,11/18/2011,2.95,12391,Cyprus
546236,2,3/10/2011,6.75,12370,Cyprus
543370,12,2/7/2011,0.65,12359,Cyprus
571905,12,10/19/2011,3.75,12370,Cyprus
571905,12,10/19/2011,0.85,12370,Cyprus
577228,3,11/18/2011,0.42,12391,Cyprus
577228,1,11/18/2011,2.08,12391,Cyprus
538826,1,12/14/2010,1.65,12370,Cyprus
C580165,-2,12/2/2011,16.95,12359,Cyprus
540946,6,1/12/2011,12.75,12359,Cyprus
571034,10,10/13/2011,2.08,12359,Cyprus
571034,24,10/13/2011,0.42,12359,Cyprus
538826,13,12/14/2010,3.75,12370,Cyprus
571905,8,10/19/2011,1.95,12370,Cyprus
577228,1,11/18/2011,1.65,12391,Cyprus
544574,4,2/21/2011,4.25,12365,Cyprus
544097,96,2/16/2011,1.06,12455,Cyprus
571034,3,10/13/2011,4.95,12359,Cyprus
538826,24,12/14/2010,2.55,12370,Cyprus
567188,33,9/19/2011,5.95,12457,Cyprus
543370,12,2/7/2011,0.85,12359,Cyprus
538826,12,12/14/2010,2.95,12370,Cyprus
538826,1,12/14/2010,4.25,12370,Cyprus
571034,4,10/13/2011,5.95,12359,Cyprus
555477,6,6/3/2011,3.25,12359,Cyprus
544097,12,2/16/2011,1.45,12455,Cyprus
577228,1,11/18/2011,0.85,12391,Cyprus
544097,48,2/16/2011,0.85,12455,Cyprus
577228,1,11/18/2011,2.1,12391,Cyprus
543350,1,2/7/2011,9.95,13809,Cyprus
546236,12,3/10/2011,0.85,12370,Cyprus
538826,24,12/14/2010,0.65,12370,Cyprus
555477,2,6/3/2011,10.95,12359,Cyprus
571034,4,10/13/2011,3.75,12359,Cyprus
544097,72,2/16/2011,0.65,12455,Cyprus
571905,6,10/19/2011,4.95,12370,Cyprus
543370,6,2/7/2011,4.25,12359,Cyprus
546236,12,3/10/2011,1.25,12370,Cyprus
571034,6,10/13/2011,2.95,12359,Cyprus
543370,2,2/7/2011,16.95,12359,Cyprus
544097,4,2/16/2011,3.95,12455,Cyprus
577228,1,11/18/2011,4.95,12391,Cyprus
538826,9,12/14/2010,2.55,12370,Cyprus
543350,8,2/7/2011,2.95,13809,Cyprus
577228,1,11/18/2011,2.95,12391,Cyprus
577228,1,11/18/2011,0.85,12391,Cyprus
544097,24,2/16/2011,2.1,12455,Cyprus
538826,8,12/14/2010,1.25,12370,Cyprus
555477,6,6/3/2011,4.15,12359,Cyprus
538826,24,12/14/2010,0.85,12370,Cyprus
571034,16,10/13/2011,1.25,12359,Cyprus
555477,10,6/3/2011,1.65,12359,Cyprus
555477,4,6/3/2011,7.95,12359,Cyprus
577228,2,11/18/2011,2.08,12391,Cyprus
543370,2,2/7/2011,5.95,12359,Cyprus
546236,4,3/10/2011,8.95,12370,Cyprus
544097,48,2/16/2011,1.25,12455,Cyprus
555477,2,6/3/2011,7.95,12359,Cyprus
546236,4,3/10/2011,3.75,12370,Cyprus
544097,32,2/16/2011,2.55,12455,Cyprus
571034,3,10/13/2011,4.95,12359,Cyprus
544097,3,2/16/2011,4.95,12455,Cyprus
555477,12,6/3/2011,0.85,12359,Cyprus
538826,10,12/14/2010,1.25,12370,Cyprus
543350,4,2/7/2011,2.95,13809,Cyprus
543370,3,2/7/2011,5.95,12359,Cyprus
569489,33,10/4/2011,5.95,12457,Cyprus
543370,12,2/7/2011,1.95,12359,Cyprus
544097,12,2/16/2011,3.95,12455,Cyprus
555477,2,6/3/2011,8.25,12359,Cyprus
571905,4,10/19/2011,3.75,12370,Cyprus
571905,24,10/19/2011,1.69,12370,Cyprus
571034,4,10/13/2011,12.5,12359,Cyprus
571034,10,10/13/2011,2.08,12359,Cyprus
546236,10,3/10/2011,1.25,12370,Cyprus
571034,12,10/13/2011,1.25,12359,Cyprus
571034,6,10/13/2011,4.15,12359,Cyprus
546236,4,3/10/2011,4.25,12370,Cyprus
546236,288,3/10/2011,0.21,12370,Cyprus
546236,4,3/10/2011,3.75,12370,Cyprus
571034,6,10/13/2011,3.75,12359,Cyprus
538826,12,12/14/2010,0.85,12370,Cyprus
538826,12,12/14/2010,2.95,12370,Cyprus
577228,1,11/18/2011,3.75,12391,Cyprus
538826,6,12/14/2010,6.75,12370,Cyprus
538826,1,12/14/2010,3.75,12370,Cyprus
571034,4,10/13/2011,4.15,12359,Cyprus
543370,10,2/7/2011,1.95,12359,Cyprus
544097,12,2/16/2011,1.45,12455,Cyprus
555477,10,6/3/2011,1.65,12359,Cyprus
540946,8,1/12/2011,1.25,12359,Cyprus
546236,12,3/10/2011,1.25,12370,Cyprus
571034,2,10/13/2011,7.95,12359,Cyprus
538826,24,12/14/2010,1.69,12370,Cyprus
538826,4,12/14/2010,1.45,12370,Cyprus
543370,12,2/7/2011,1.25,12359,Cyprus
546236,6,3/10/2011,2.55,12370,Cyprus
577228,1,11/18/2011,3.75,12391,Cyprus
570000,3,10/7/2011,4.95,12420,Cyprus
543370,2,2/7/2011,5.95,12359,Cyprus
544097,6,2/16/2011,2.55,12455,Cyprus
543370,6,2/7/2011,2.95,12359,Cyprus
546236,6,3/10/2011,2.95,12370,Cyprus
577228,2,11/18/2011,2.08,12391,Cyprus
546236,20,3/10/2011,3.75,12370,Cyprus
538826,20,12/14/2010,1.25,12370,Cyprus
571905,24,10/19/2011,0.85,12370,Cyprus
546236,8,3/10/2011,1.95,12370,Cyprus
555477,4,6/3/2011,9.95,12359,Cyprus
577228,2,11/18/2011,1.25,12391,Cyprus
570000,6,10/7/2011,3.75,12420,Cyprus
540946,8,1/12/2011,1.25,12359,Cyprus
571034,16,10/13/2011,1.25,12359,Cyprus
544097,24,2/16/2011,1.65,12455,Cyprus
546236,12,3/10/2011,0.85,12370,Cyprus
571034,3,10/13/2011,4.95,12359,Cyprus
571034,6,10/13/2011,4.95,12359,Cyprus
571905,12,10/19/2011,2.55,12370,Cyprus
555477,2,6/3/2011,8.25,12359,Cyprus
543370,6,2/7/2011,3.25,12359,Cyprus
538826,1,12/14/2010,2.1,12370,Cyprus
540946,20,1/12/2011,0.42,12359,Cyprus
555477,8,6/3/2011,2.25,12359,Cyprus
538826,18,12/14/2010,1.25,12370,Cyprus
538826,2,12/14/2010,3.75,12370,Cyprus
555477,4,6/3/2011,6.75,12359,Cyprus
544097,4,2/16/2011,6.95,12455,Cyprus
C577151,-24,11/18/2011,1.49,12781,Czech Republic
C548667,-15,4/1/2011,1.45,12781,Czech Republic
570026,24,10/7/2011,0.65,12781,Czech Republic
570026,24,10/7/2011,0.42,12781,Czech Republic
545072,24,2/28/2011,2.95,12781,Czech Republic
