,InvoiceNo,Quantity,InvoiceDate,Price,CustomerID,Country
547,571030,10,10/13/2011,0.85,12876,Belgium
548,574862,10,11/7/2011,1.65,12408,Belgium
549,549249,24,4/7/2011,0.42,12423,Belgium
550,562034,12,8/2/2011,1.25,12449,Belgium
551,547109,10,3/21/2011,1.65,12423,Belgium
552,552188,8,5/6/2011,1.69,12394,Belgium
553,557885,2,6/23/2011,9.95,12465,Belgium
554,549825,16,4/12/2011,0.42,12463,Belgium
555,C579178,-2,11/28/2011,8.5,12362,Belgium
556,C572479,-1,10/24/2011,9.95,12463,Belgium
557,552884,4,5/12/2011,3.75,12395,Belgium
558,569496,6,10/4/2011,4.15,12395,Belgium
559,572887,1,10/26/2011,16.95,12362,Belgium
560,545536,2,3/3/2011,8.5,12417,Belgium
561,547684,12,3/24/2011,2.55,12408,Belgium
562,567196,10,9/19/2011,1.65,12379,Belgium
563,559058,12,7/6/2011,1.65,12407,Belgium
564,555739,10,6/7/2011,0.85,12380,Belgium
565,572887,6,10/26/2011,2.55,12362,Belgium
566,554938,24,5/27/2011,0.55,12876,Belgium
567,577046,12,11/17/2011,1.25,12449,Belgium
568,566076,12,9/9/2011,1.65,12449,Belgium
569,550201,2,4/15/2011,8.25,12769,Brazil
570,550201,12,4/15/2011,2.1,12769,Brazil
571,550201,24,4/15/2011,0.85,12769,Brazil
572,550201,24,4/15/2011,1.25,12769,Brazil
573,550201,12,4/15/2011,1.95,12769,Brazil
574,550201,10,4/15/2011,1.65,12769,Brazil
575,550201,2,4/15/2011,8.25,12769,Brazil
576,550201,2,4/15/2011,8.25,12769,Brazil
577,550201,3,4/15/2011,5.95,12769,Brazil
578,550201,16,4/15/2011,10.95,12769,Brazil
579,550201,10,4/15/2011,6.75,12769,Brazil
580,550201,10,4/15/2011,4.95,12769,Brazil
581,550201,24,4/15/2011,3.39,12769,Brazil
582,550201,3,4/15/2011,5.95,12769,Brazil
583,550201,3,4/15/2011,5.95,12769,Brazil
584,550201,6,4/15/2011,6.75,12769,Brazil
585,550201,24,4/15/2011,2.55,12769,Brazil
586,550201,24,4/15/2011,2.55,12769,Brazil
587,550201,2,4/15/2011,8.25,12769,Brazil
588,550201,24,4/15/2011,2.55,12769,Brazil
589,550201,12,4/15/2011,1.25,12769,Brazil
590,550201,2,4/15/2011,8.25,12769,Brazil
591,550201,6,4/15/2011,3.25,12769,Brazil
592,550201,24,4/15/2011,3.45,12769,Brazil
593,550201,12,4/15/2011,1.65,12769,Brazil
594,550201,6,4/15/2011,2.89,12769,Brazil
595,550201,10,4/15/2011,1.65,12769,Brazil
596,550201,3,4/15/2011,5.95,12769,Brazil
597,550201,12,4/15/2011,2.08,12769,Brazil
598,550201,2,4/15/2011,8.25,12769,Brazil
599,550201,6,4/15/2011,2.89,12769,Brazil
600,550201,24,4/15/2011,1.95,12769,Brazil
601,559557,48,7/11/2011,0.39,17444,Canada
602,557322,2,6/20/2011,9.95,17444,Canada
603,559557,12,7/11/2011,0.39,17444,Canada
604,559557,12,7/11/2011,0.39,17444,Canada
605,559557,12,7/11/2011,1.25,17444,Canada
606,557322,25,6/20/2011,0.1,17444,Canada
607,559557,12,7/11/2011,0.39,17444,Canada
608,557322,36,6/20/2011,1.25,17444,Canada
609,557322,8,6/20/2011,1.95,17444,Canada
610,559557,36,7/11/2011,0.39,17444,Canada
611,557322,3,6/20/2011,5.95,17444,Canada
612,557322,24,6/20/2011,0.55,17444,Canada
613,557322,25,6/20/2011,0.42,17444,Canada
614,546533,12,3/14/2011,0.85,15388,Canada
615,557322,12,6/20/2011,2.08,17444,Canada
616,559557,12,7/11/2011,1.65,17444,Canada
617,559557,12,7/11/2011,1.65,17444,Canada
618,564428,12,8/25/2011,1.25,17844,Canada
619,557322,10,6/20/2011,1.65,17444,Canada
620,559557,12,7/11/2011,2.08,17444,Canada
621,557322,12,6/20/2011,0.85,17444,Canada
622,559557,36,7/11/2011,0.39,17444,Canada
623,557322,12,6/20/2011,1.65,17444,Canada
624,559557,12,7/11/2011,2.08,17444,Canada
625,559557,8,7/11/2011,4.95,17444,Canada
626,559557,4,7/11/2011,3.75,17444,Canada
627,559557,10,7/11/2011,1.65,17444,Canada
628,557322,24,6/20/2011,0.55,17444,Canada
629,559557,8,7/11/2011,1.25,17444,Canada
630,557322,24,6/20/2011,0.42,17444,Canada
631,557322,3,6/20/2011,4.95,17444,Canada
632,557322,3,6/20/2011,4.95,17444,Canada
633,559557,2,7/11/2011,9.95,17444,Canada
634,557322,24,6/20/2011,0.55,17444,Canada
635,559557,12,7/11/2011,1.65,17444,Canada
636,557322,6,6/20/2011,4.95,17444,Canada
637,557322,12,6/20/2011,0.39,17444,Canada
638,557322,20,6/20/2011,0.85,17444,Canada
639,559557,10,7/11/2011,1.65,17444,Canada
640,546533,16,3/14/2011,0.65,15388,Canada
641,557322,25,6/20/2011,0.42,17444,Canada
642,557322,4,6/20/2011,3.75,17444,Canada
643,559557,12,7/11/2011,0.42,17444,Canada
644,564428,8,8/25/2011,1.25,17844,Canada
645,557322,2,6/20/2011,8.5,17444,Canada
646,551736,504,5/4/2011,1.06,17443,Canada
647,559557,10,7/11/2011,1.65,17444,Canada
648,559557,12,7/11/2011,1.65,17444,Canada
649,559557,24,7/11/2011,0.39,17444,Canada
650,559557,12,7/11/2011,1.65,17444,Canada
651,557322,24,6/20/2011,1.25,17444,Canada
652,559557,6,7/11/2011,2.08,17444,Canada
653,559557,12,7/11/2011,1.95,17444,Canada
654,559557,12,7/11/2011,1.65,17444,Canada
655,546533,12,3/14/2011,1.95,15388,Canada
656,557322,12,6/20/2011,0.85,17444,Canada
657,559557,12,7/11/2011,1.95,17444,Canada
658,557322,20,6/20/2011,1.25,17444,Canada
659,557322,12,6/20/2011,1.65,17444,Canada
660,557322,2,6/20/2011,9.95,17444,Canada
661,559557,12,7/11/2011,1.95,17444,Canada
662,559557,24,7/11/2011,0.85,17444,Canada
663,559557,6,7/11/2011,2.95,17444,Canada
664,557322,24,6/20/2011,0.42,17444,Canada
665,557322,12,6/20/2011,1.95,17444,Canada
666,557322,24,6/20/2011,0.42,17444,Canada
667,559557,3,7/11/2011,4.95,17444,Canada
668,557322,12,6/20/2011,1.65,17444,Canada
669,564428,8,8/25/2011,0.83,17844,Canada
670,559557,1,7/11/2011,12.75,17444,Canada
671,557322,288,6/20/2011,0.21,17444,Canada
672,559557,10,7/11/2011,1.65,17444,Canada
673,559557,6,7/11/2011,2.08,17444,Canada
674,559557,24,7/11/2011,1.25,17444,Canada
675,557322,25,6/20/2011,0.42,17444,Canada
676,559557,6,7/11/2011,2.95,17444,Canada
677,559557,10,7/11/2011,1.65,17444,Canada
678,557322,12,6/20/2011,0.85,17444,Canada
679,559557,36,7/11/2011,0.39,17444,Canada
680,559557,3,7/11/2011,4.95,17444,Canada
681,557322,4,6/20/2011,4.25,17444,Canada
682,546533,6,3/14/2011,2.1,15388,Canada
683,559557,3,7/11/2011,4.95,17444,Canada
684,559557,12,7/11/2011,1.65,17444,Canada
685,557322,30,6/20/2011,1.65,17444,Canada
686,557322,25,6/20/2011,0.42,17444,Canada
687,559557,12,7/11/2011,0.39,17444,Canada
688,559557,24,7/11/2011,0.65,17444,Canada
689,557322,25,6/20/2011,0.42,17444,Canada
690,559557,4,7/11/2011,3.25,17444,Canada
691,546533,8,3/14/2011,1.69,15388,Canada
692,557322,2,6/20/2011,12.75,17444,Canada
693,559557,24,7/11/2011,0.29,17444,Canada
694,559557,6,7/11/2011,2.1,17444,Canada
695,559557,6,7/11/2011,2.95,17444,Canada
696,559557,36,7/11/2011,0.39,17444,Canada
697,559557,12,7/11/2011,0.85,17444,Canada
698,559557,12,7/11/2011,0.85,17444,Canada
699,559557,24,7/11/2011,0.29,17444,Canada
700,546533,4,3/14/2011,4.95,15388,Canada
701,557322,4,6/20/2011,4.95,17444,Canada
702,559557,6,7/11/2011,2.95,17444,Canada
703,559557,12,7/11/2011,1.65,17444,Canada
704,546533,8,3/14/2011,1.69,15388,Canada
705,557322,2,6/20/2011,9.95,17444,Canada
706,557322,25,6/20/2011,0.42,17444,Canada
707,559557,24,7/11/2011,0.29,17444,Canada
708,559557,36,7/11/2011,0.21,17444,Canada
709,546533,12,3/14/2011,0.85,15388,Canada
710,559557,6,7/11/2011,2.1,17444,Canada
711,559557,12,7/11/2011,0.83,17444,Canada
712,546533,4,3/14/2011,4.25,15388,Canada
713,557322,3,6/20/2011,9.95,17444,Canada
714,557322,18,6/20/2011,2.55,17444,Canada
715,559557,12,7/11/2011,1.95,17444,Canada
716,557322,30,6/20/2011,1.65,17444,Canada
717,559557,12,7/11/2011,1.65,17444,Canada
718,557322,4,6/20/2011,3.75,17444,Canada
719,559557,12,7/11/2011,1.25,17444,Canada
720,557322,10,6/20/2011,1.65,17444,Canada
721,564428,16,8/25/2011,0.83,17844,Canada
722,559557,12,7/11/2011,0.39,17444,Canada
723,557322,8,6/20/2011,2.25,17444,Canada
724,559557,12,7/11/2011,1.69,17444,Canada
725,557322,12,6/20/2011,1.65,17444,Canada
726,557322,8,6/20/2011,2.25,17444,Canada
727,559557,20,7/11/2011,0.42,17444,Canada
728,557322,50,6/20/2011,1.65,17444,Canada
729,559557,24,7/11/2011,0.39,17444,Canada
730,557322,3,6/20/2011,4.95,17444,Canada
731,557322,8,6/20/2011,2.25,17444,Canada
732,560187,1,7/15/2011,550.94,17444,Canada
733,559557,12,7/11/2011,1.65,17444,Canada
734,557322,25,6/20/2011,0.42,17444,Canada
735,559557,12,7/11/2011,1.45,17444,Canada
736,546533,6,3/14/2011,1.65,15388,Canada
737,557322,6,6/20/2011,4.95,17444,Canada
738,559557,10,7/11/2011,1.65,17444,Canada
739,559557,2,7/11/2011,8.5,17444,Canada
740,559557,8,7/11/2011,1.25,17444,Canada
741,559557,4,7/11/2011,4.15,17444,Canada
742,559557,36,7/11/2011,0.39,17444,Canada
743,559557,4,7/11/2011,5.95,17444,Canada
744,559557,2,7/11/2011,8.5,17444,Canada
745,564428,8,8/25/2011,0.83,17844,Canada
746,557322,3,6/20/2011,4.95,17444,Canada
747,559557,24,7/11/2011,1.25,17444,Canada
748,559557,6,7/11/2011,2.55,17444,Canada
749,557322,4,6/20/2011,4.95,17444,Canada
750,559557,6,7/11/2011,2.95,17444,Canada
751,559557,2,7/11/2011,8.5,17444,Canada
752,569556,12,10/5/2011,0.85,14936,Channel Islands
753,545399,48,3/2/2011,0.85,14934,Channel Islands
754,553831,4,5/19/2011,12.75,14442,Channel Islands
755,571201,12,10/14/2011,1.25,14937,Channel Islands
756,569556,4,10/5/2011,3.75,14936,Channel Islands
757,545399,8,3/2/2011,2.1,14934,Channel Islands
758,544073,60,2/15/2011,1.85,14935,Channel Islands
759,546091,4,3/9/2011,7.95,14936,Channel Islands
760,557222,12,6/17/2011,1.25,14936,Channel Islands
761,564150,4,8/23/2011,7.95,14936,Channel Islands
762,542269,20,1/27/2011,0.65,14442,Channel Islands
763,571201,12,10/14/2011,3.39,14937,Channel Islands
764,567197,10,9/19/2011,1.25,14934,Channel Islands
765,569558,12,10/5/2011,2.95,14936,Channel Islands
766,569556,6,10/5/2011,2.08,14936,Channel Islands
767,557222,6,6/17/2011,2.95,14936,Channel Islands
768,553831,2,5/19/2011,8.25,14442,Channel Islands
769,569557,4,10/5/2011,8.25,14936,Channel Islands
770,546252,6,3/10/2011,2.95,14930,Channel Islands
771,567197,2,9/19/2011,10.95,14934,Channel Islands
772,557222,2,6/17/2011,8.5,14936,Channel Islands
773,574587,24,11/6/2011,0.55,14936,Channel Islands
774,564093,12,8/23/2011,1.45,14930,Channel Islands
775,C554688,-1,5/25/2011,7.9,14442,Channel Islands
776,569556,12,10/5/2011,1.25,14936,Channel Islands
777,564093,10,8/23/2011,2.08,14930,Channel Islands
778,C563610,-1,8/18/2011,4.25,14937,Channel Islands
779,562017,12,8/1/2011,2.95,14937,Channel Islands
780,574587,4,11/6/2011,3.75,14936,Channel Islands
781,546091,5,3/9/2011,2.1,14936,Channel Islands
782,564150,12,8/23/2011,2.55,14936,Channel Islands
783,569556,10,10/5/2011,2.08,14936,Channel Islands
784,546091,6,3/9/2011,1.95,14936,Channel Islands
785,546091,2,3/9/2011,8.5,14936,Channel Islands
786,557222,2,6/17/2011,8.5,14936,Channel Islands
787,564093,12,8/23/2011,1.65,14930,Channel Islands
788,546252,2,3/10/2011,9.95,14930,Channel Islands
789,574587,2,11/6/2011,8.5,14936,Channel Islands
790,574587,12,11/6/2011,1.25,14936,Channel Islands
791,574587,12,11/6/2011,1.25,14936,Channel Islands
792,564093,12,8/23/2011,1.65,14930,Channel Islands
793,562017,12,8/1/2011,2.1,14937,Channel Islands
794,545399,6,3/2/2011,1.65,14934,Channel Islands
795,557222,24,6/17/2011,0.42,14936,Channel Islands
796,576904,12,11/17/2011,1.25,14931,Channel Islands
797,580558,20,12/5/2011,4.95,14931,Channel Islands
798,574587,24,11/6/2011,0.55,14936,Channel Islands
799,546252,12,3/10/2011,1.25,14930,Channel Islands
800,569556,10,10/5/2011,2.08,14936,Channel Islands
801,580558,4,12/5/2011,8.5,14931,Channel Islands
802,542269,2,1/27/2011,8.5,14442,Channel Islands
803,569556,6,10/5/2011,1.95,14936,Channel Islands
804,545399,3,3/2/2011,5.95,14934,Channel Islands
805,571201,12,10/14/2011,4.15,14937,Channel Islands
806,546252,2,3/10/2011,7.95,14930,Channel Islands
807,564150,10,8/23/2011,2.08,14936,Channel Islands
808,546252,10,3/10/2011,1.95,14930,Channel Islands
809,567197,36,9/19/2011,0.65,14934,Channel Islands
810,571202,72,10/14/2011,2.95,14937,Channel Islands
811,538002,2,12/9/2010,14.95,14932,Channel Islands
812,553831,4,5/19/2011,4.95,14442,Channel Islands
813,545399,12,3/2/2011,1.25,14934,Channel Islands
814,542269,8,1/27/2011,4.95,14442,Channel Islands
815,569556,2,10/5/2011,8.25,14936,Channel Islands
816,564093,10,8/23/2011,2.08,14930,Channel Islands
817,569556,12,10/5/2011,0.95,14936,Channel Islands
818,546091,10,3/9/2011,1.95,14936,Channel Islands
819,557222,24,6/17/2011,0.55,14936,Channel Islands
820,564150,12,8/23/2011,1.45,14936,Channel Islands
821,557222,24,6/17/2011,0.85,14936,Channel Islands
822,545399,6,3/2/2011,1.65,14934,Channel Islands
823,564150,2,8/23/2011,8.5,14936,Channel Islands
824,564150,5,8/23/2011,2.95,14936,Channel Islands
825,546252,25,3/10/2011,0.42,14930,Channel Islands
826,564150,12,8/23/2011,0.65,14936,Channel Islands
827,553831,3,5/19/2011,4.95,14442,Channel Islands
828,564095,6,8/23/2011,1.65,14930,Channel Islands
829,546252,4,3/10/2011,4.15,14930,Channel Islands
830,546091,10,3/9/2011,1.95,14936,Channel Islands
831,545399,12,3/2/2011,1.65,14934,Channel Islands
832,576904,12,11/17/2011,1.69,14931,Channel Islands
833,545399,6,3/2/2011,5.95,14934,Channel Islands
834,557222,20,6/17/2011,1.65,14936,Channel Islands
835,569558,12,10/5/2011,1.65,14936,Channel Islands
836,562017,12,8/1/2011,10.95,14937,Channel Islands
837,545399,2,3/2/2011,7.95,14934,Channel Islands
838,569558,12,10/5/2011,2.89,14936,Channel Islands
839,564150,12,8/23/2011,0.85,14936,Channel Islands
840,544073,48,2/15/2011,3.39,14935,Channel Islands
841,557222,2,6/17/2011,16.95,14936,Channel Islands
842,546252,25,3/10/2011,0.42,14930,Channel Islands
843,546091,6,3/9/2011,4.95,14936,Channel Islands
844,562017,12,8/1/2011,4.25,14937,Channel Islands
845,549914,4,4/13/2011,9.95,14931,Channel Islands
846,553559,1,5/17/2011,293.0,14931,Channel Islands
847,538002,12,12/9/2010,2.55,14932,Channel Islands
848,567197,10,9/19/2011,1.65,14934,Channel Islands
849,542269,8,1/27/2011,2.95,14442,Channel Islands
850,569556,12,10/5/2011,2.1,14936,Channel Islands
851,580558,6,12/5/2011,2.95,14931,Channel Islands
852,546252,12,3/10/2011,2.95,14930,Channel Islands
853,557222,12,6/17/2011,1.25,14936,Channel Islands
854,564093,4,8/23/2011,9.95,14930,Channel Islands
855,557222,12,6/17/2011,1.45,14936,Channel Islands
856,546091,6,3/9/2011,2.55,14936,Channel Islands
857,546091,6,3/9/2011,2.95,14936,Channel Islands
858,545399,12,3/2/2011,2.08,14934,Channel Islands
859,576904,8,11/17/2011,4.95,14931,Channel Islands
860,538002,2,12/9/2010,7.95,14932,Channel Islands
861,567197,12,9/19/2011,1.45,14934,Channel Islands
862,569558,24,10/5/2011,1.25,14936,Channel Islands
863,542269,4,1/27/2011,9.95,14442,Channel Islands
864,569556,3,10/5/2011,5.95,14936,Channel Islands
865,574587,4,11/6/2011,5.95,14936,Channel Islands
866,574587,6,11/6/2011,2.95,14936,Channel Islands
867,546252,10,3/10/2011,1.65,14930,Channel Islands
868,568242,4,9/26/2011,4.25,14931,Channel Islands
869,574587,6,11/6/2011,2.1,14936,Channel Islands
870,564093,10,8/23/2011,1.65,14930,Channel Islands
871,564093,2,8/23/2011,12.5,14930,Channel Islands
872,546091,4,3/9/2011,5.95,14936,Channel Islands
873,569556,24,10/5/2011,0.55,14936,Channel Islands
874,574587,12,11/6/2011,1.45,14936,Channel Islands
875,549914,12,4/13/2011,3.75,14931,Channel Islands
876,557222,2,6/17/2011,7.95,14936,Channel Islands
877,557222,12,6/17/2011,0.85,14936,Channel Islands
878,545399,12,3/2/2011,2.1,14934,Channel Islands
879,557222,10,6/17/2011,1.65,14936,Channel Islands
880,545399,4,3/2/2011,3.75,14934,Channel Islands
881,574588,2,11/6/2011,16.65,14936,Channel Islands
882,564093,10,8/23/2011,1.65,14930,Channel Islands
883,557222,2,6/17/2011,6.75,14936,Channel Islands
884,546252,12,3/10/2011,1.65,14930,Channel Islands
885,546091,12,3/9/2011,2.95,14936,Channel Islands
886,568242,12,9/26/2011,1.45,14931,Channel Islands
887,544073,60,2/15/2011,1.85,14935,Channel Islands
888,546252,6,3/10/2011,2.95,14930,Channel Islands
889,564095,6,8/23/2011,2.89,14930,Channel Islands
890,567197,10,9/19/2011,1.65,14934,Channel Islands
891,557222,10,6/17/2011,2.08,14936,Channel Islands
892,569556,25,10/5/2011,0.42,14936,Channel Islands
893,557222,6,6/17/2011,4.25,14936,Channel Islands
894,545399,12,3/2/2011,1.65,14934,Channel Islands
895,557222,10,6/17/2011,2.08,14936,Channel Islands
896,564150,3,8/23/2011,4.95,14936,Channel Islands
897,569556,4,10/5/2011,4.95,14936,Channel Islands
898,557222,10,6/17/2011,1.65,14936,Channel Islands
899,546252,10,3/10/2011,1.65,14930,Channel Islands
900,562017,12,8/1/2011,2.55,14937,Channel Islands
901,557222,2,6/17/2011,7.95,14936,Channel Islands
902,545399,24,3/2/2011,0.55,14934,Channel Islands
903,557222,2,6/17/2011,16.95,14936,Channel Islands
904,546252,10,3/10/2011,1.65,14930,Channel Islands
905,545399,25,3/2/2011,0.42,14934,Channel Islands
906,569556,2,10/5/2011,8.25,14936,Channel Islands
907,546091,6,3/9/2011,2.95,14936,Channel Islands
908,542269,9,1/27/2011,2.55,14442,Channel Islands
909,545399,6,3/2/2011,1.65,14934,Channel Islands
910,564093,6,8/23/2011,2.08,14930,Channel Islands
911,546252,10,3/10/2011,1.95,14930,Channel Islands
912,574587,2,11/6/2011,8.25,14936,Channel Islands
913,564095,2,8/23/2011,8.25,14930,Channel Islands
914,546091,24,3/9/2011,1.25,14936,Channel Islands
915,564150,12,8/23/2011,0.85,14936,Channel Islands
916,542269,6,1/27/2011,2.95,14442,Channel Islands
917,557222,2,6/17/2011,7.95,14936,Channel Islands
918,564093,10,8/23/2011,2.08,14930,Channel Islands
919,564150,6,8/23/2011,2.55,14936,Channel Islands
920,546091,4,3/9/2011,4.95,14936,Channel Islands
921,564093,6,8/23/2011,3.25,14930,Channel Islands
922,553831,3,5/19/2011,4.95,14442,Channel Islands
923,538002,3,12/9/2010,4.95,14932,Channel Islands
924,567197,10,9/19/2011,1.65,14934,Channel Islands
925,545399,2,3/2/2011,12.75,14934,Channel Islands
926,574587,6,11/6/2011,2.08,14936,Channel Islands
927,569556,25,10/5/2011,0.42,14936,Channel Islands
928,546091,24,3/9/2011,0.85,14936,Channel Islands
929,568242,24,9/26/2011,0.39,14931,Channel Islands
930,557222,6,6/17/2011,8.5,14936,Channel Islands
931,546091,6,3/9/2011,2.95,14936,Channel Islands
932,557222,10,6/17/2011,2.08,14936,Channel Islands
933,569556,12,10/5/2011,2.08,14936,Channel Islands
934,574587,2,11/6/2011,8.25,14936,Channel Islands
935,542269,25,1/27/2011,0.42,14442,Channel Islands
936,544574,10,2/21/2011,1.25,12365,Cyprus
937,571034,1,10/13/2011,16.95,12359,Cyprus
938,543370,3,2/7/2011,4.95,12359,Cyprus
939,546236,12,3/10/2011,1.45,12370,Cyprus
940,543350,2,2/7/2011,2.95,13809,Cyprus
941,544574,12,2/21/2011,1.45,12365,Cyprus
942,544097,48,2/16/2011,1.06,12455,Cyprus
943,544097,48,2/16/2011,0.85,12455,Cyprus
944,571034,4,10/13/2011,4.95,12359,Cyprus
945,543370,2,2/7/2011,7.95,12359,Cyprus
946,555477,6,6/3/2011,2.95,12359,Cyprus
947,571034,8,10/13/2011,4.95,12359,Cyprus
948,544574,12,2/21/2011,1.25,12365,Cyprus
949,538826,10,12/14/2010,1.25,12370,Cyprus
950,538826,10,12/14/2010,1.25,12370,Cyprus
951,577228,1,11/18/2011,0.95,12391,Cyprus
952,577228,1,11/18/2011,4.95,12391,Cyprus
953,544097,48,2/16/2011,0.85,12455,Cyprus
954,544574,12,2/21/2011,0.42,12365,Cyprus
955,543370,1,2/7/2011,14.95,12359,Cyprus
956,571034,8,10/13/2011,3.95,12359,Cyprus
957,544574,12,2/21/2011,1.25,12365,Cyprus
958,543370,6,2/7/2011,2.95,12359,Cyprus
959,543370,6,2/7/2011,1.65,12359,Cyprus
960,571034,4,10/13/2011,9.95,12359,Cyprus
961,546236,4,3/10/2011,3.75,12370,Cyprus
962,577228,1,11/18/2011,2.08,12391,Cyprus
963,546236,6,3/10/2011,4.95,12370,Cyprus
964,544574,12,2/21/2011,1.25,12365,Cyprus
965,543370,3,2/7/2011,4.95,12359,Cyprus
966,577228,24,11/18/2011,0.42,12391,Cyprus
967,571034,1,10/13/2011,16.95,12359,Cyprus
968,577228,1,11/18/2011,2.95,12391,Cyprus
969,538826,12,12/14/2010,2.95,12370,Cyprus
970,540946,3,1/12/2011,4.95,12359,Cyprus
971,538826,1,12/14/2010,2.95,12370,Cyprus
972,577228,1,11/18/2011,0.83,12391,Cyprus
973,555477,2,6/3/2011,8.25,12359,Cyprus
974,546236,12,3/10/2011,1.65,12370,Cyprus
975,538826,6,12/14/2010,0.65,12370,Cyprus
976,555477,6,6/3/2011,4.95,12359,Cyprus
977,571034,6,10/13/2011,12.75,12359,Cyprus
978,577228,10,11/18/2011,2.95,12391,Cyprus
979,577228,2,11/18/2011,1.25,12391,Cyprus
980,543370,3,2/7/2011,4.95,12359,Cyprus
981,577228,1,11/18/2011,3.75,12391,Cyprus
982,538826,1,12/14/2010,2.1,12370,Cyprus
983,538826,1,12/14/2010,2.1,12370,Cyprus
984,570000,4,10/7/2011,4.95,12420,Cyprus
985,546236,12,3/10/2011,0.85,12370,Cyprus
986,538826,2,12/14/2010,1.25,12370,Cyprus
987,577228,1,11/18/2011,0.85,12391,Cyprus
988,571034,6,10/13/2011,4.15,12359,Cyprus
989,570000,12,10/7/2011,0.85,12420,Cyprus
990,543370,12,2/7/2011,1.25,12359,Cyprus
991,577228,2,11/18/2011,1.25,12391,Cyprus
992,538826,24,12/14/2010,2.55,12370,Cyprus
993,577228,6,11/18/2011,2.95,12391,Cyprus
994,546236,2,3/10/2011,6.75,12370,Cyprus
995,543370,12,2/7/2011,0.65,12359,Cyprus
996,571905,12,10/19/2011,3.75,12370,Cyprus
997,571905,12,10/19/2011,0.85,12370,Cyprus
998,577228,3,11/18/2011,0.42,12391,Cyprus
999,577228,1,11/18/2011,2.08,12391,Cyprus
1000,538826,1,12/14/2010,1.65,12370,Cyprus
1001,C580165,-2,12/2/2011,16.95,12359,Cyprus
1002,540946,6,1/12/2011,12.75,12359,Cyprus
1003,571034,10,10/13/2011,2.08,12359,Cyprus
1004,571034,24,10/13/2011,0.42,12359,Cyprus
1005,538826,13,12/14/2010,3.75,12370,Cyprus
1006,571905,8,10/19/2011,1.95,12370,Cyprus
1007,577228,1,11/18/2011,1.65,12391,Cyprus
1008,544574,4,2/21/2011,4.25,12365,Cyprus
1009,544097,96,2/16/2011,1.06,12455,Cyprus
1010,571034,3,10/13/2011,4.95,12359,Cyprus
1011,538826,24,12/14/2010,2.55,12370,Cyprus
1012,567188,33,9/19/2011,5.95,12457,Cyprus
1013,543370,12,2/7/2011,0.85,12359,Cyprus
1014,538826,12,12/14/2010,2.95,12370,Cyprus
1015,538826,1,12/14/2010,4.25,12370,Cyprus
1016,571034,4,10/13/2011,5.95,12359,Cyprus
1017,555477,6,6/3/2011,3.25,12359,Cyprus
1018,544097,12,2/16/2011,1.45,12455,Cyprus
1019,577228,1,11/18/2011,0.85,12391,Cyprus
